"REF_DATE","GEO","DGUID","Multiplier type","Variable","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2016A000011124","Direct multiplier","Output","Water, sewage and other systems [BS221300]","Per dollar of output","377","units","0","v1061939505","1.1.1.26","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Residential building construction [BS23A000]","Per dollar of output","377","units","0","v1061939506","1.1.1.27","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Non-residential building construction [BS23B000]","Per dollar of output","377","units","0","v1061939507","1.1.1.28","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Transportation engineering construction [BS23C100]","Per dollar of output","377","units","0","v1061939508","1.1.1.29","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Oil and gas engineering construction [BS23C200]","Per dollar of output","377","units","0","v1061939509","1.1.1.30","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Electric power engineering construction [BS23C300]","Per dollar of output","377","units","0","v1061939510","1.1.1.31","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Communication engineering construction [BS23C400]","Per dollar of output","377","units","0","v1061939511","1.1.1.32","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other engineering construction [BS23C500]","Per dollar of output","377","units","0","v1061939512","1.1.1.33","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Repair construction [BS23D000]","Per dollar of output","377","units","0","v1061939513","1.1.1.34","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other activities of the construction industry [BS23E000]","Per dollar of output","377","units","0","v1061939514","1.1.1.35","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Animal food manufacturing [BS311100]","Per dollar of output","377","units","0","v1061939515","1.1.1.36","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Grain and oilseed milling [BS311200]","Per dollar of output","377","units","0","v1061939516","1.1.1.37","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Sugar and confectionery product manufacturing [BS311300]","Per dollar of output","377","units","0","v1061939517","1.1.1.38","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Fruit and vegetable preserving and specialty food manufacturing [BS311400]","Per dollar of output","377","units","0","v1061939518","1.1.1.39","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Dairy product manufacturing [BS311500]","Per dollar of output","377","units","0","v1061939519","1.1.1.40","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Meat product manufacturing [BS311600]","Per dollar of output","377","units","0","v1061939520","1.1.1.41","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Seafood product preparation and packaging [BS311700]","Per dollar of output","377","units","0","v1061939521","1.1.1.42","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Bakeries and tortilla manufacturing [BS311800]","Per dollar of output","377","units","0","v1061939522","1.1.1.43","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other food manufacturing [BS311900]","Per dollar of output","377","units","0","v1061939523","1.1.1.44","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Soft drink and ice manufacturing [BS312110]","Per dollar of output","377","units","0","v1061939524","1.1.1.45","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Breweries [BS312120]","Per dollar of output","377","units","0","v1061939525","1.1.1.46","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Wineries and distilleries [BS3121A0]","Per dollar of output","377","units","0","v1061939526","1.1.1.47","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Tobacco manufacturing [BS312200]","Per dollar of output","377","units","0","v1061939527","1.1.1.48","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Textile and textile product mills [BS31A000]","Per dollar of output","377","units","0","v1061939528","1.1.1.49","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Clothing and leather and allied product manufacturing [BS31B000]","Per dollar of output","377","units","0","v1061939529","1.1.1.50","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Sawmills and wood preservation [BS321100]","Per dollar of output","377","units","0","v1061939530","1.1.1.51","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Veneer, plywood and engineered wood product manufacturing [BS321200]","Per dollar of output","377","units","0","v1061939531","1.1.1.52","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other wood product manufacturing [BS321900]","Per dollar of output","377","units","0","v1061939532","1.1.1.53","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Pulp, paper and paperboard mills [BS322100]","Per dollar of output","377","units","0","v1061939533","1.1.1.54","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Converted paper product manufacturing [BS322200]","Per dollar of output","377","units","0","v1061939534","1.1.1.55","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Printing and related support activities [BS323000]","Per dollar of output","377","units","0","v1061939535","1.1.1.56","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Petroleum refineries [BS324110]","Per dollar of output","377","units","0","v1061939536","1.1.1.57","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Petroleum and coal product manufacturing (except petroleum refineries) [BS3241A0]","Per dollar of output","377","units","0","v1061939537","1.1.1.58","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Basic chemical manufacturing [BS325100]","Per dollar of output","377","units","0","v1061939538","1.1.1.59","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [BS325200]","Per dollar of output","377","units","0","v1061939539","1.1.1.60","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Pesticide, fertilizer and other agricultural chemical manufacturing [BS325300]","Per dollar of output","377","units","0","v1061939540","1.1.1.61","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Pharmaceutical and medicine manufacturing [BS325400]","Per dollar of output","377","units","0","v1061939541","1.1.1.62","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Paint, coating and adhesive manufacturing [BS325500]","Per dollar of output","377","units","0","v1061939542","1.1.1.63","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Soap, cleaning compound and toilet preparation manufacturing [BS325600]","Per dollar of output","377","units","0","v1061939543","1.1.1.64","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other chemical product manufacturing [BS325900]","Per dollar of output","377","units","0","v1061939544","1.1.1.65","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Plastic product manufacturing [BS326100]","Per dollar of output","377","units","0","v1061939545","1.1.1.66","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Rubber product manufacturing [BS326200]","Per dollar of output","377","units","0","v1061939546","1.1.1.67","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A00]","Per dollar of output","377","units","0","v1061939548","1.1.1.68","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Cement and concrete product manufacturing [BS327300]","Per dollar of output","377","units","0","v1061939547","1.1.1.69","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Iron and steel mills and ferro-alloy manufacturing [BS331100]","Per dollar of output","377","units","0","v1061939549","1.1.1.70","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Steel product manufacturing from purchased steel [BS331200]","Per dollar of output","377","units","0","v1061939550","1.1.1.71","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Alumina and aluminum production and processing [BS331300]","Per dollar of output","377","units","0","v1061939551","1.1.1.72","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Non-ferrous metal (except aluminum) production and processing [BS331400]","Per dollar of output","377","units","0","v1061939552","1.1.1.73","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Foundries [BS331500]","Per dollar of output","377","units","0","v1061939553","1.1.1.74","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Forging and stamping [BS332100]","Per dollar of output","377","units","0","v1061939554","1.1.1.75","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Cutlery, hand tools and other fabricated metal product manufacturing [BS332A00]","Per dollar of output","377","units","0","v1061939561","1.1.1.76","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Architectural and structural metals manufacturing [BS332300]","Per dollar of output","377","units","0","v1061939555","1.1.1.77","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Boiler, tank and shipping container manufacturing [BS332400]","Per dollar of output","377","units","0","v1061939556","1.1.1.78","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Hardware manufacturing [BS332500]","Per dollar of output","377","units","0","v1061939557","1.1.1.79","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Spring and wire product manufacturing [BS332600]","Per dollar of output","377","units","0","v1061939558","1.1.1.80","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Machine shops, turned product, and screw, nut and bolt manufacturing [BS332700]","Per dollar of output","377","units","0","v1061939559","1.1.1.81","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Coating, engraving, cold and heat treating and allied activities [BS332800]","Per dollar of output","377","units","0","v1061939560","1.1.1.82","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Agricultural, construction and mining machinery manufacturing [BS333100]","Per dollar of output","377","units","0","v1061939562","1.1.1.83","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Industrial machinery manufacturing [BS333200]","Per dollar of output","377","units","0","v1061939563","1.1.1.84","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Commercial and service industry machinery manufacturing [BS333300]","Per dollar of output","377","units","0","v1061939564","1.1.1.85","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing [BS333400]","Per dollar of output","377","units","0","v1061939565","1.1.1.86","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Metalworking machinery manufacturing [BS333500]","Per dollar of output","377","units","0","v1061939566","1.1.1.87","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Engine, turbine and power transmission equipment manufacturing [BS333600]","Per dollar of output","377","units","0","v1061939567","1.1.1.88","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other general-purpose machinery manufacturing [BS333900]","Per dollar of output","377","units","0","v1061939568","1.1.1.89","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Computer and peripheral equipment manufacturing [BS334100]","Per dollar of output","377","units","0","v1061939569","1.1.1.90","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Communications equipment manufacturing [BS334200]","Per dollar of output","377","units","0","v1061939570","1.1.1.91","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other electronic product manufacturing [BS334A00]","Per dollar of output","377","units","0","v1061939572","1.1.1.92","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Semiconductor and other electronic component manufacturing [BS334400]","Per dollar of output","377","units","0","v1061939571","1.1.1.93","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Electric lighting equipment manufacturing [BS335100]","Per dollar of output","377","units","0","v1061939573","1.1.1.94","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Household appliance manufacturing [BS335200]","Per dollar of output","377","units","0","v1061939574","1.1.1.95","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Electrical equipment manufacturing [BS335300]","Per dollar of output","377","units","0","v1061939575","1.1.1.96","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other electrical equipment and component manufacturing [BS335900]","Per dollar of output","377","units","0","v1061939576","1.1.1.97","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Automobile and light-duty motor vehicle manufacturing [BS336110]","Per dollar of output","377","units","0","v1061939577","1.1.1.98","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Heavy-duty truck manufacturing [BS336120]","Per dollar of output","377","units","0","v1061939578","1.1.1.99","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motor vehicle body and trailer manufacturing [BS336200]","Per dollar of output","377","units","0","v1061939579","1.1.1.100","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motor vehicle gasoline engine and engine parts manufacturing [BS336310]","Per dollar of output","377","units","0","v1061939580","1.1.1.101","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motor vehicle electrical and electronic equipment manufacturing [BS336320]","Per dollar of output","377","units","0","v1061939581","1.1.1.102","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motor vehicle steering and suspension components (except spring) manufacturing [BS336330]","Per dollar of output","377","units","0","v1061939582","1.1.1.103","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motor vehicle brake system manufacturing [BS336340]","Per dollar of output","377","units","0","v1061939583","1.1.1.104","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motor vehicle transmission and power train parts manufacturing [BS336350]","Per dollar of output","377","units","0","v1061939584","1.1.1.105","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motor vehicle seating and interior trim manufacturing [BS336360]","Per dollar of output","377","units","0","v1061939585","1.1.1.106","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motor vehicle metal stamping [BS336370]","Per dollar of output","377","units","0","v1061939586","1.1.1.107","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other motor vehicle parts manufacturing [BS336390]","Per dollar of output","377","units","0","v1061939587","1.1.1.108","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Aerospace product and parts manufacturing [BS336400]","Per dollar of output","377","units","0","v1061939588","1.1.1.109","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Railroad rolling stock manufacturing [BS336500]","Per dollar of output","377","units","0","v1061939589","1.1.1.110","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Ship and boat building [BS336600]","Per dollar of output","377","units","0","v1061939590","1.1.1.111","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other transportation equipment manufacturing [BS336900]","Per dollar of output","377","units","0","v1061939591","1.1.1.112","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Household and institutional furniture and kitchen cabinet manufacturing [BS337100]","Per dollar of output","377","units","0","v1061939592","1.1.1.113","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Office furniture (including fixtures) manufacturing [BS337200]","Per dollar of output","377","units","0","v1061939593","1.1.1.114","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other furniture-related product manufacturing [BS337900]","Per dollar of output","377","units","0","v1061939594","1.1.1.115","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Medical equipment and supplies manufacturing [BS339100]","Per dollar of output","377","units","0","v1061939595","1.1.1.116","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other miscellaneous manufacturing [BS339900]","Per dollar of output","377","units","0","v1061939596","1.1.1.117","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Farm product merchant wholesalers [BS411000]","Per dollar of output","377","units","0","v1061939597","1.1.1.118","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Petroleum and petroleum products merchant wholesalers [BS412000]","Per dollar of output","377","units","0","v1061939598","1.1.1.119","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Food, beverage and tobacco merchant wholesalers [BS413000]","Per dollar of output","377","units","0","v1061939599","1.1.1.120","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Personal and household goods merchant wholesalers [BS414000]","Per dollar of output","377","units","0","v1061939600","1.1.1.121","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motor vehicle and motor vehicle parts and accessories merchant wholesalers [BS415000]","Per dollar of output","377","units","0","v1061939601","1.1.1.122","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Building material and supplies merchant wholesalers [BS416000]","Per dollar of output","377","units","0","v1061939602","1.1.1.123","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Machinery, equipment and supplies merchant wholesalers [BS417000]","Per dollar of output","377","units","0","v1061939603","1.1.1.124","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Miscellaneous merchant wholesalers [BS418000]","Per dollar of output","377","units","0","v1061939604","1.1.1.125","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Business-to-business electronic markets, and agents and brokers [BS419000]","Per dollar of output","377","units","0","v1061939605","1.1.1.126","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motor vehicle and parts dealers [BS441000]","Per dollar of output","377","units","0","v1061939606","1.1.1.127","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Furniture and home furnishings stores [BS442000]","Per dollar of output","377","units","0","v1061939607","1.1.1.128","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Electronics and appliance stores [BS443000]","Per dollar of output","377","units","0","v1061939608","1.1.1.129","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Building material and garden equipment and supplies dealers [BS444000]","Per dollar of output","377","units","0","v1061939609","1.1.1.130","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Food and beverage stores [BS445000]","Per dollar of output","377","units","0","v1061939610","1.1.1.131","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Health and personal care stores [BS446000]","Per dollar of output","377","units","0","v1061939611","1.1.1.132","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Gasoline stations [BS447000]","Per dollar of output","377","units","0","v1061939612","1.1.1.133","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Clothing and clothing accessories stores [BS448000]","Per dollar of output","377","units","0","v1061939613","1.1.1.134","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Sporting goods, hobby, book and music stores [BS451000]","Per dollar of output","377","units","0","v1061939614","1.1.1.135","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","General merchandise stores [BS452000]","Per dollar of output","377","units","0","v1061939615","1.1.1.136","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Miscellaneous store retailers (except cannabis) [BS453A00]","Per dollar of output","377","units","0","v1078979331","1.1.1.243","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Cannabis stores (licensed) [BS453BL0]","Per dollar of output","377","units","0","v1287610070","1.1.1.244","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Cannabis stores (unlicensed) [BS453BU0]","Per dollar of output","377","units","0","v1078979332","1.1.1.245","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Non-store retailers [BS454000]","Per dollar of output","377","units","0","v1061939617","1.1.1.138","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Air transportation [BS481000]","Per dollar of output","377","units","0","v1061939618","1.1.1.139","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Rail transportation [BS482000]","Per dollar of output","377","units","0","v1061939619","1.1.1.140","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Water transportation [BS483000]","Per dollar of output","377","units","0","v1061939620","1.1.1.141","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Truck transportation [BS484000]","Per dollar of output","377","units","0","v1061939621","1.1.1.142","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Urban transit systems [BS485100]","Per dollar of output","377","units","0","v1061939622","1.1.1.143","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Other transit and ground passenger transportation and scenic and sightseeing transportation [BS48A000]","Per dollar of output","377","units","0","v1061939627","1.1.1.144","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Taxi and limousine service [BS485300]","Per dollar of output","377","units","0","v1061939623","1.1.1.145","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Crude oil and other pipeline transportation [BS486A00]","Per dollar of output","377","units","0","v1061939625","1.1.1.146","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Pipeline transportation of natural gas [BS486200]","Per dollar of output","377","units","0","v1061939624","1.1.1.147","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Support activities for transportation [BS488000]","Per dollar of output","377","units","0","v1061939626","1.1.1.148","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Postal service [BS491000]","Per dollar of output","377","units","0","v1061939628","1.1.1.149","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Couriers and messengers [BS492000]","Per dollar of output","377","units","0","v1061939629","1.1.1.150","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Warehousing and storage [BS493000]","Per dollar of output","377","units","0","v1061939630","1.1.1.151","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Newspaper publishers [BS511110]","Per dollar of output","377","units","0","v1061939631","1.1.1.152","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Periodical, book and directory publishers [BS5111A0]","Per dollar of output","377","units","0","v1061939632","1.1.1.153","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Software publishers [BS511200]","Per dollar of output","377","units","0","v1061939633","1.1.1.154","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motion picture and video industries (except exhibition) [BS5121A0]","Per dollar of output","377","units","0","v1061939635","1.1.1.155","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Motion picture and video exhibition [BS512130]","Per dollar of output","377","units","0","v1061939634","1.1.1.156","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Sound recording industries [BS512200]","Per dollar of output","377","units","0","v1061939636","1.1.1.157","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Radio and television broadcasting [BS515100]","Per dollar of output","377","units","0","v1061939637","1.1.1.158","1.000","","","","3"
"2021","Canada","2016A000011124","Direct multiplier","Output","Pay and specialty television [BS515200]","Per dollar of output","377","units","0","v1061939638","1.1.1.159","1.000","","","","3"
